シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,番号（補助率等）,補助対象,補助率,補助上限等,補助率URL
レビューシート,2024,220,内閣本府庁舎等施設の整備に必要な経費,4,内閣府,内閣府,大臣官房,,会計課,,,営繕係,,,,,
レビューシート,2024,221,公益法人制度の適正な運営の推進に必要な経費,4,内閣府,内閣府,公益認定等委員会,事務局,,,,,,,,,
レビューシート,2024,222,国民経済計算に必要な経費,4,内閣府,内閣府,経済社会総合研究所,,国民経済計算部,企画調査課,,,,,,,
レビューシート,2024,223,経済研修所運営に必要な経費,4,内閣府,内閣府,経済社会総合研究所,,経済研修所,,,,,,,,
レビューシート,2024,224,赤坂迎賓館参観経費,4,内閣府,内閣府,迎賓館,,運営課,,,,,,,,
レビューシート,2024,225,京都迎賓館参観経費,4,内閣府,内閣府,迎賓館,,京都事務所,,,,,,,,
レビューシート,2024,226,宇宙利用拡大の調査研究,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,,,,,
レビューシート,2024,227,実用準天頂衛星システム事業の推進,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,,,,,
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,,,,,
レビューシート,2024,229,北方領土返還要求運動推進等経費,4,内閣府,内閣府,北方対策本部,,,,,,,,,,
レビューシート,2024,237,有人国境離島政策の推進に必要な経費,4,内閣府,内閣府,総合海洋政策推進事務局,,,,,,1,【事業実施主体】地方公共団体（都道県又は市町村）【事業実施者】①国内一般旅客定期航路事業者　国内定期航空運送事業者（日常拠点性を有する同一都道県離島定期航路路線及びこれに準ずる路線）②民間団体等（農業協同組合、漁業協同組合、地域商社等の出荷団体、本土の仕入れ業者等）③特定有人国境離島地域内に事業所を有する事業者又は事業所を設置しようとする事業者　特定有人国境離島地域の商品、サービス等の販売を目的として事業を実施する者④旅行業者　人材サービス事業者その他の民間事業者等　観光協会又は都道県若しくは市町村、商工会若しくは商工会議所、観光協会、民間事業者等により構成される協議会等の団体⑤地方公共団体（都道県又は市町村）　地方公共団体、観光協会、民間事業者等により構成される協議会等　観光協会、旅行会社、運送・宿泊サービス事業者その他滞在型観光を担う民間事業者等,'①運賃低廉化事業5.5/10②輸送コスト支援事業6/10③雇用機会拡充事業5/10、④雇用充足促進事業5.5/10⑤滞在型観光促進事業5.5/10、,,
レビューシート,2024,238,国際平和協力隊の派遣等経費,4,内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,,,,,
レビューシート,2024,239,国際平和協力のための人材育成経費,4,内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,,,,,
レビューシート,2024,240,人道救援物資備蓄経費,4,内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,,,,,
レビューシート,2024,241,各国アカデミーとの交流等の国際的な活動,4,内閣府,内閣府,日本学術会議,事務局,参事官（国際業務担当）,,,国際業務総括専門職,,,,,
レビューシート,2024,242,科学の役割についての普及・啓発,4,内閣府,内閣府,日本学術会議,事務局,企画課,,,,,,,,
レビューシート,2024,243,科学者間ネットワークの構築,4,内閣府,内閣府,日本学術会議,事務局,企画課,,,,,,,,
レビューシート,2024,244,国家公務員の再就職支援経費,4,内閣府,内閣府,官民人材交流センター,,総務課,,,,,,,,
レビューシート,2024,245,革新的研究開発の推進,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（未来革新研究推進担当）,,,,,,,,
レビューシート,2024,247,新たな国立公文書館施設の整備に必要な経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,,,,,
レビューシート,2024,248,独立行政法人国立公文書館運営費交付金に必要な経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,,,,,
レビューシート,2024,249,独立行政法人国立公文書館施設整備に必要な経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,1,独立行政法人国立公文書館,'定額,,
レビューシート,2024,250,拉致被害者等の支援に必要な経費,4,内閣府,内閣府,大臣官房,,拉致被害者等支援担当室,,,,,,,,
レビューシート,2024,253,経済財政政策運営の企画立案総合調整に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（総括担当）,,,,,,,,
レビューシート,2024,254,国際経済会議等に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（国際経済担当）,,,,,,,,
レビューシート,2024,255,雇用対策の総合的推進に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（予算編成基本方針担当）,,,,,,,,
レビューシート,2024,257,中長期の経済運営に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,1,地方公共団体が実施するPFS事業のうち、内閣府において対象事業として選定したもの,'成果連動支払部分：1/2（先導事例は2/3）中間支援部分（先導案件）：10/10ファイナンス部分（SIBのみ）：10/10,"成果連動支払部分：4000万円（先導案件は5000万円）中間支援部分（先導案件のみ）：1,000万円または総事業費の1割のいずれか低い方ファイナンス部分（SIBのみ）：500万円",https://www8.cao.go.jp/pfs/index.html
レビューシート,2024,258,経済財政政策に関する有識者の見解調査・コンセンサス検討経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,,,,,
レビューシート,2024,259,経済財政政策の効果分析,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,参事官（企画担当）,,,,,,,,
レビューシート,2024,260,計量分析一般関連業務,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,計量分析室,,,,,,,,
レビューシート,2024,261,科学技術・イノベーション政策に係る調査等,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（総括担当）,,,,,,,,
レビューシート,2024,262,科学技術・イノベーション活動に係る国際活動,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（総括担当）,,,,,,,,
レビューシート,2024,263,科学技術システム改革の推進,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（イノベーション推進担当）,,,,,,,,
レビューシート,2024,264,食品安全確保総合調査費,4,内閣府,内閣府,食品安全委員会,事務局,評価第一課,,,,,,,,
レビューシート,2024,265,科学技術政策におけるEBPM等推進事業,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（統合戦略担当）,,,,,,,,
レビューシート,2024,266,政府のイノベーション化の促進に係る調査・分析,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（総括担当）,,,,,,,,
レビューシート,2024,267,途上国等における STI for SDGs の推進,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（総括担当）,,,,,,,,
レビューシート,2024,268,大学支援フォーラムPEAKS,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（大学改革・ファンド担当）,,,,,,,,
レビューシート,2024,269,科学技術・イノベーション基本計画に係る調査等,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（統合戦略担当）,,,,,,,,
レビューシート,2024,271,安全・安心に関するシンクタンク機能の構築,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（重要課題担当）,,,,,,,,
レビューシート,2024,272,次世代医療基盤法に関する国民・患者の理解の増進に必要な経費,4,内閣府,内閣府,健康・医療戦略推進事務局,,,,,,,,,,
レビューシート,2024,273,匿名加工医療情報及び仮名加工医療情報の利活用に必要な経費,4,内閣府,内閣府,健康・医療戦略推進事務局,,,,,,,,,,
レビューシート,2024,274,国立研究開発法人日本医療研究開発機構出資に必要な経費,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,,日本医療研究開発機構担当室,,,,,,,
レビューシート,2024,275,健康・医療分野におけるムーンショット型研究開発等事業,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,,日本医療研究開発機構担当室,,,1,,'1,,
レビューシート,2024,276,災害対策本部予備施設等の改修に要する経費,4,内閣府,内閣府,政策統括官（防災担当）,,参事官（復旧・復興担当）,,,,,,,,
レビューシート,2024,277,中央防災無線網の施設整備及び管理に要する経費,4,内閣府,内閣府,政策統括官（防災担当）,,参事官（災害緊急事態対処担当）,,,,,,,,
レビューシート,2024,278,総合防災訓練大綱に基づく総合防災訓練に係る経費,4,内閣府,内閣府,政策統括官（防災担当）,,参事官（地方・訓練担当）,,,,,,,,
レビューシート,2024,280,栄典事務の適切な遂行に必要な経費,4,内閣府,内閣府,賞勲局,,総務課,,,,,,,,
レビューシート,2024,281,独立行政法人北方領土問題対策協会運営費交付金,4,内閣府,内閣府,北方対策本部,,参事官,,,総務係,,,,,
レビューシート,2024,282,食品安全行政の充実・強化経費,4,内閣府,内閣府,食品安全委員会,事務局,情報・勧告広報課,,,交流係,,,,,
レビューシート,2024,283,迎賓館施設整備に必要な経費,4,内閣府,内閣府,迎賓館,,,,,,,,,,
レビューシート,2024,284,クールジャパン戦略推進経費,4,内閣府,内閣府,知的財産戦略推進事務局,,,,,,,,,,
レビューシート,2024,285,北方地域旧漁業権者等貸付事業,4,内閣府,内閣府,北方対策本部,,参事官,,,総務係,1,,'独立行政法人北方領土問題対策協会が実施する北方地域旧漁業権者等貸付事業について、必要な経費を補助。【補助率：10/10】,,
レビューシート,2024,286,農林水産物・食品の販売力強化支援事業,4,内閣府,内閣府,沖縄振興局,,参事官（振興第二担当）,,,,,,,,
